"path","name","extension","directory","size_bytes","last_modified"
"components\cat-2\c2-g-file-upload-routing\test-payloads\missing-file.invalid.json","missing-file.invalid.json",".json","components\cat-2\c2-g-file-upload-routing\test-payloads","520","2026-05-26 12:31:52"
"components\cat-2\c2-g-file-upload-routing\test-payloads\oversized-file.invalid.json","oversized-file.invalid.json",".json","components\cat-2\c2-g-file-upload-routing\test-payloads","1128","2026-05-26 12:31:52"
"components\cat-2\c2-g-file-upload-routing\test-payloads\pdf-upload.valid.json","pdf-upload.valid.json",".json","components\cat-2\c2-g-file-upload-routing\test-payloads","1418","2026-05-26 12:31:52"
"components\cat-2\c2-g-file-upload-routing\test-payloads\upstream-failed.invalid.json","upstream-failed.invalid.json",".json","components\cat-2\c2-g-file-upload-routing\test-payloads","658","2026-05-26 12:31:52"
"components\cat-2\c2-g-file-upload-routing\workflows\c2-g-core-file-upload-routing-v1.json","c2-g-core-file-upload-routing-v1.json",".json","components\cat-2\c2-g-file-upload-routing\workflows","14735","2026-05-26 12:38:42"
"components\cat-2\c2-h-payment-on-intake-flow\README.md","README.md",".md","components\cat-2\c2-h-payment-on-intake-flow","7128","2026-05-26 18:20:03"
"components\cat-2\c2-h-payment-on-intake-flow\output-samples\error-currency-not-allowed.json","error-currency-not-allowed.json",".json","components\cat-2\c2-h-payment-on-intake-flow\output-samples","774","2026-05-26 18:22:28"
"components\cat-2\c2-h-payment-on-intake-flow\output-samples\error-missing-amount.json","error-missing-amount.json",".json","components\cat-2\c2-h-payment-on-intake-flow\output-samples","628","2026-05-26 18:22:28"
"components\cat-2\c2-h-payment-on-intake-flow\output-samples\error-missing-provider.json","error-missing-provider.json",".json","components\cat-2\c2-h-payment-on-intake-flow\output-samples","604","2026-05-26 18:22:28"
"components\cat-2\c2-h-payment-on-intake-flow\output-samples\error-not-approved.json","error-not-approved.json",".json","components\cat-2\c2-h-payment-on-intake-flow\output-samples","642","2026-05-26 18:22:28"
"components\cat-2\c2-h-payment-on-intake-flow\output-samples\error-payment-not-requested.json","error-payment-not-requested.json",".json","components\cat-2\c2-h-payment-on-intake-flow\output-samples","612","2026-05-26 18:22:28"
"components\cat-2\c2-h-payment-on-intake-flow\output-samples\error-upstream-action-failed.json","error-upstream-action-failed.json",".json","components\cat-2\c2-h-payment-on-intake-flow\output-samples","701","2026-05-26 18:22:28"
"components\cat-2\c2-h-payment-on-intake-flow\output-samples\success-paypal-invoice.json","success-paypal-invoice.json",".json","components\cat-2\c2-h-payment-on-intake-flow\output-samples","2296","2026-05-26 18:22:28"
"components\cat-2\c2-h-payment-on-intake-flow\output-samples\success-razorpay-payment-link.json","success-razorpay-payment-link.json",".json","components\cat-2\c2-h-payment-on-intake-flow\output-samples","2405","2026-05-26 18:22:28"
"components\cat-2\c2-h-payment-on-intake-flow\output-samples\success-stripe-payment-link.json","success-stripe-payment-link.json",".json","components\cat-2\c2-h-payment-on-intake-flow\output-samples","2188","2026-05-26 18:22:28"
"components\cat-2\c2-h-payment-on-intake-flow\output-samples\success-wise-manual-payment.json","success-wise-manual-payment.json",".json","components\cat-2\c2-h-payment-on-intake-flow\output-samples","2347","2026-05-26 18:22:28"
"components\cat-2\c2-h-payment-on-intake-flow\test-payloads\currency-not-allowed.invalid.json","currency-not-allowed.invalid.json",".json","components\cat-2\c2-h-payment-on-intake-flow\test-payloads","737","2026-05-26 18:06:01"
"components\cat-2\c2-h-payment-on-intake-flow\test-payloads\missing-amount.invalid.json","missing-amount.invalid.json",".json","components\cat-2\c2-h-payment-on-intake-flow\test-payloads","669","2026-05-26 18:06:01"
"components\cat-2\c2-h-payment-on-intake-flow\test-payloads\missing-provider.invalid.json","missing-provider.invalid.json",".json","components\cat-2\c2-h-payment-on-intake-flow\test-payloads","666","2026-05-26 18:06:01"
"components\cat-2\c2-h-payment-on-intake-flow\test-payloads\not-approved.invalid.json","not-approved.invalid.json",".json","components\cat-2\c2-h-payment-on-intake-flow\test-payloads","691","2026-05-26 18:06:01"
"components\cat-2\c2-h-payment-on-intake-flow\test-payloads\payment-not-requested.invalid.json","payment-not-requested.invalid.json",".json","components\cat-2\c2-h-payment-on-intake-flow\test-payloads","678","2026-05-26 18:06:01"
"components\cat-2\c2-h-payment-on-intake-flow\test-payloads\paypal-invoice.valid.json","paypal-invoice.valid.json",".json","components\cat-2\c2-h-payment-on-intake-flow\test-payloads","1257","2026-05-26 18:06:01"
"components\cat-2\c2-h-payment-on-intake-flow\test-payloads\razorpay-payment-link.valid.json","razorpay-payment-link.valid.json",".json","components\cat-2\c2-h-payment-on-intake-flow\test-payloads","1278","2026-05-26 18:06:01"
"components\cat-2\c2-h-payment-on-intake-flow\test-payloads\stripe-payment-link.valid.json","stripe-payment-link.valid.json",".json","components\cat-2\c2-h-payment-on-intake-flow\test-payloads","1280","2026-05-26 18:06:01"
"components\cat-2\c2-h-payment-on-intake-flow\test-payloads\upstream-failed.invalid.json","upstream-failed.invalid.json",".json","components\cat-2\c2-h-payment-on-intake-flow\test-payloads","677","2026-05-26 18:06:01"
"components\cat-2\c2-h-payment-on-intake-flow\test-payloads\wise-manual-payment.valid.json","wise-manual-payment.valid.json",".json","components\cat-2\c2-h-payment-on-intake-flow\test-payloads","1419","2026-05-26 18:06:01"
"components\cat-2\c2-h-payment-on-intake-flow\workflows\c2-h-core-payment-on-intake-flow-v1.json","c2-h-core-payment-on-intake-flow-v1.json",".json","components\cat-2\c2-h-payment-on-intake-flow\workflows","18234","2026-05-26 18:15:46"
"components\cat-2\c2-i-notification-alert-engine\README.md","README.md",".md","components\cat-2\c2-i-notification-alert-engine","3776","2026-05-25 15:44:48"
"components\cat-2\c2-i-notification-alert-engine\output-samples\error-missing-recipient.json","error-missing-recipient.json",".json","components\cat-2\c2-i-notification-alert-engine\output-samples","1027","2026-05-25 15:43:56"
"components\cat-2\c2-i-notification-alert-engine\output-samples\error-upstream-action-failed.json","error-upstream-action-failed.json",".json","components\cat-2\c2-i-notification-alert-engine\output-samples","1011","2026-05-25 15:43:56"
"components\cat-2\c2-i-notification-alert-engine\output-samples\success-output.json","success-output.json",".json","components\cat-2\c2-i-notification-alert-engine\output-samples","975","2026-05-25 15:43:56"
"components\cat-2\c2-i-notification-alert-engine\test-payloads\email-notify.valid.json","email-notify.valid.json",".json","components\cat-2\c2-i-notification-alert-engine\test-payloads","1009","2026-05-25 15:30:41"
"components\cat-2\c2-i-notification-alert-engine\test-payloads\missing-recipient.invalid.json","missing-recipient.invalid.json",".json","components\cat-2\c2-i-notification-alert-engine\test-payloads","979","2026-05-25 15:30:41"
"components\cat-2\c2-i-notification-alert-engine\test-payloads\upstream-write-failed.invalid.json","upstream-write-failed.invalid.json",".json","components\cat-2\c2-i-notification-alert-engine\test-payloads","1034","2026-05-25 15:30:41"
"components\cat-2\c2-i-notification-alert-engine\workflows\c2-i1-core-email-notification-adapter-v1.json","c2-i1-core-email-notification-adapter-v1.json",".json","components\cat-2\c2-i-notification-alert-engine\workflows","11994","2026-05-25 15:42:37"
"components\cat-2\c2-j-digest-summary-notification-builder\README.md","README.md",".md","components\cat-2\c2-j-digest-summary-notification-builder","4612","2026-05-25 22:06:28"
"components\cat-2\c2-j-digest-summary-notification-builder\output-samples\error-digest-not-requested.json","error-digest-not-requested.json",".json","components\cat-2\c2-j-digest-summary-notification-builder\output-samples","536","2026-05-25 22:06:50"
"components\cat-2\c2-j-digest-summary-notification-builder\output-samples\error-missing-records.json","error-missing-records.json",".json","components\cat-2\c2-j-digest-summary-notification-builder\output-samples","542","2026-05-25 22:06:50"
"components\cat-2\c2-j-digest-summary-notification-builder\output-samples\error-upstream-action-failed.json","error-upstream-action-failed.json",".json","components\cat-2\c2-j-digest-summary-notification-builder\output-samples","650","2026-05-25 22:06:50"
"components\cat-2\c2-j-digest-summary-notification-builder\output-samples\success-approval-digest.json","success-approval-digest.json",".json","components\cat-2\c2-j-digest-summary-notification-builder\output-samples","1682","2026-05-25 22:06:50"
"components\cat-2\c2-j-digest-summary-notification-builder\output-samples\success-daily-digest.json","success-daily-digest.json",".json","components\cat-2\c2-j-digest-summary-notification-builder\output-samples","1942","2026-05-25 22:06:50"
"components\cat-2\c2-j-digest-summary-notification-builder\output-samples\success-error-digest.json","success-error-digest.json",".json","components\cat-2\c2-j-digest-summary-notification-builder\output-samples","1633","2026-05-25 22:06:50"
"components\cat-2\c2-j-digest-summary-notification-builder\test-payloads\approval-digest.valid.json","approval-digest.valid.json",".json","components\cat-2\c2-j-digest-summary-notification-builder\test-payloads","1330","2026-05-25 21:58:33"
"components\cat-2\c2-j-digest-summary-notification-builder\test-payloads\daily-digest.valid.json","daily-digest.valid.json",".json","components\cat-2\c2-j-digest-summary-notification-builder\test-payloads","2011","2026-05-25 21:58:33"
"components\cat-2\c2-j-digest-summary-notification-builder\test-payloads\digest-not-requested.invalid.json","digest-not-requested.invalid.json",".json","components\cat-2\c2-j-digest-summary-notification-builder\test-payloads","627","2026-05-25 21:58:33"
"components\cat-2\c2-j-digest-summary-notification-builder\test-payloads\error-digest.valid.json","error-digest.valid.json",".json","components\cat-2\c2-j-digest-summary-notification-builder\test-payloads","1379","2026-05-25 21:58:33"
"components\cat-2\c2-j-digest-summary-notification-builder\test-payloads\missing-records.invalid.json","missing-records.invalid.json",".json","components\cat-2\c2-j-digest-summary-notification-builder\test-payloads","619","2026-05-25 21:58:33"
"components\cat-2\c2-j-digest-summary-notification-builder\test-payloads\upstream-failed.invalid.json","upstream-failed.invalid.json",".json","components\cat-2\c2-j-digest-summary-notification-builder\test-payloads","737","2026-05-25 21:58:33"
"components\cat-2\c2-j-digest-summary-notification-builder\workflows\c2-j-core-digest-summary-notification-builder-v1.json","c2-j-core-digest-summary-notification-builder-v1.json",".json","components\cat-2\c2-j-digest-summary-notification-builder\workflows","13037","2026-05-25 22:03:59"
"components\cat-2\c2-k-llm-in-workflow-adapter\README.md","README.md",".md","components\cat-2\c2-k-llm-in-workflow-adapter","5177","2026-05-25 20:05:11"
"components\cat-2\c2-k-llm-in-workflow-adapter\output-samples\error-ai-not-requested.json","error-ai-not-requested.json",".json","components\cat-2\c2-k-llm-in-workflow-adapter\output-samples","681","2026-05-25 20:06:55"
"components\cat-2\c2-k-llm-in-workflow-adapter\output-samples\error-missing-model.json","error-missing-model.json",".json","components\cat-2\c2-k-llm-in-workflow-adapter\output-samples","644","2026-05-25 20:06:55"
"components\cat-2\c2-k-llm-in-workflow-adapter\output-samples\error-upstream-action-failed.json","error-upstream-action-failed.json",".json","components\cat-2\c2-k-llm-in-workflow-adapter\output-samples","778","2026-05-25 20:06:55"
"components\cat-2\c2-k-llm-in-workflow-adapter\output-samples\success-content-classification.json","success-content-classification.json",".json","components\cat-2\c2-k-llm-in-workflow-adapter\output-samples","1115","2026-05-25 20:06:55"
"components\cat-2\c2-k-llm-in-workflow-adapter\output-samples\success-lead-summary.json","success-lead-summary.json",".json","components\cat-2\c2-k-llm-in-workflow-adapter\output-samples","1200","2026-05-25 20:06:55"
"components\cat-2\c2-k-llm-in-workflow-adapter\test-payloads\ai-not-requested.invalid.json","ai-not-requested.invalid.json",".json","components\cat-2\c2-k-llm-in-workflow-adapter\test-payloads","792","2026-05-25 19:20:26"
"components\cat-2\c2-k-llm-in-workflow-adapter\test-payloads\content-classification.valid.json","content-classification.valid.json",".json","components\cat-2\c2-k-llm-in-workflow-adapter\test-payloads","1073","2026-05-25 19:20:26"
"components\cat-2\c2-k-llm-in-workflow-adapter\test-payloads\lead-summary.valid.json","lead-summary.valid.json",".json","components\cat-2\c2-k-llm-in-workflow-adapter\test-payloads","1035","2026-05-25 19:20:26"
"components\cat-2\c2-k-llm-in-workflow-adapter\test-payloads\missing-model.invalid.json","missing-model.invalid.json",".json","components\cat-2\c2-k-llm-in-workflow-adapter\test-payloads","747","2026-05-25 19:20:26"
"components\cat-2\c2-k-llm-in-workflow-adapter\test-payloads\upstream-failed.invalid.json","upstream-failed.invalid.json",".json","components\cat-2\c2-k-llm-in-workflow-adapter\test-payloads","832","2026-05-25 19:20:26"
"components\cat-2\c2-k-llm-in-workflow-adapter\workflows\c2-k-core-groq-openai-compatible-llm-adapter-v1.json","c2-k-core-groq-openai-compatible-llm-adapter-v1.json",".json","components\cat-2\c2-k-llm-in-workflow-adapter\workflows","14403","2026-05-25 19:59:34"
"components\cat-2\c2-l-calendar-scheduling-automation\README.md","README.md",".md","components\cat-2\c2-l-calendar-scheduling-automation","6701","2026-05-26 17:35:38"
"components\cat-2\c2-l-calendar-scheduling-automation\output-samples\error-missing-booking-url.json","error-missing-booking-url.json",".json","components\cat-2\c2-l-calendar-scheduling-automation\output-samples","640","2026-05-26 17:37:10"
"components\cat-2\c2-l-calendar-scheduling-automation\output-samples\error-missing-event-time.json","error-missing-event-time.json",".json","components\cat-2\c2-l-calendar-scheduling-automation\output-samples","680","2026-05-26 17:37:10"
"components\cat-2\c2-l-calendar-scheduling-automation\output-samples\error-missing-provider.json","error-missing-provider.json",".json","components\cat-2\c2-l-calendar-scheduling-automation\output-samples","606","2026-05-26 17:37:10"
"components\cat-2\c2-l-calendar-scheduling-automation\output-samples\error-scheduling-not-requested.json","error-scheduling-not-requested.json",".json","components\cat-2\c2-l-calendar-scheduling-automation\output-samples","627","2026-05-26 17:37:10"
"components\cat-2\c2-l-calendar-scheduling-automation\output-samples\error-upstream-action-failed.json","error-upstream-action-failed.json",".json","components\cat-2\c2-l-calendar-scheduling-automation\output-samples","709","2026-05-26 17:37:10"
"components\cat-2\c2-l-calendar-scheduling-automation\output-samples\success-cal-com-link.json","success-cal-com-link.json",".json","components\cat-2\c2-l-calendar-scheduling-automation\output-samples","2249","2026-05-26 17:37:10"
"components\cat-2\c2-l-calendar-scheduling-automation\output-samples\success-calendly-link.json","success-calendly-link.json",".json","components\cat-2\c2-l-calendar-scheduling-automation\output-samples","2261","2026-05-26 17:37:10"
"components\cat-2\c2-l-calendar-scheduling-automation\output-samples\success-google-calendar-event.json","success-google-calendar-event.json",".json","components\cat-2\c2-l-calendar-scheduling-automation\output-samples","2200","2026-05-26 17:37:10"
"components\cat-2\c2-l-calendar-scheduling-automation\output-samples\success-manual-scheduling.json","success-manual-scheduling.json",".json","components\cat-2\c2-l-calendar-scheduling-automation\output-samples","1970","2026-05-26 17:37:10"
"components\cat-2\c2-l-calendar-scheduling-automation\test-payloads\cal-com-link.valid.json","cal-com-link.valid.json",".json","components\cat-2\c2-l-calendar-scheduling-automation\test-payloads","1241","2026-05-26 17:25:57"
"components\cat-2\c2-l-calendar-scheduling-automation\test-payloads\calendly-link.valid.json","calendly-link.valid.json",".json","components\cat-2\c2-l-calendar-scheduling-automation\test-payloads","1248","2026-05-26 17:25:57"
"components\cat-2\c2-l-calendar-scheduling-automation\test-payloads\google-calendar-event.valid.json","google-calendar-event.valid.json",".json","components\cat-2\c2-l-calendar-scheduling-automation\test-payloads","1297","2026-05-26 17:25:57"
"components\cat-2\c2-l-calendar-scheduling-automation\test-payloads\manual-scheduling.valid.json","manual-scheduling.valid.json",".json","components\cat-2\c2-l-calendar-scheduling-automation\test-payloads","1173","2026-05-26 17:25:57"
"components\cat-2\c2-l-calendar-scheduling-automation\test-payloads\missing-booking-url.invalid.json","missing-booking-url.invalid.json",".json","components\cat-2\c2-l-calendar-scheduling-automation\test-payloads","612","2026-05-26 17:25:57"
"components\cat-2\c2-l-calendar-scheduling-automation\test-payloads\missing-event-time.invalid.json","missing-event-time.invalid.json",".json","components\cat-2\c2-l-calendar-scheduling-automation\test-payloads","693","2026-05-26 17:25:57"
"components\cat-2\c2-l-calendar-scheduling-automation\test-payloads\missing-provider.invalid.json","missing-provider.invalid.json",".json","components\cat-2\c2-l-calendar-scheduling-automation\test-payloads","649","2026-05-26 17:25:57"
"components\cat-2\c2-l-calendar-scheduling-automation\test-payloads\scheduling-not-requested.invalid.json","scheduling-not-requested.invalid.json",".json","components\cat-2\c2-l-calendar-scheduling-automation\test-payloads","676","2026-05-26 17:25:57"
"components\cat-2\c2-l-calendar-scheduling-automation\test-payloads\upstream-failed.invalid.json","upstream-failed.invalid.json",".json","components\cat-2\c2-l-calendar-scheduling-automation\test-payloads","729","2026-05-26 17:25:57"
"components\cat-2\c2-l-calendar-scheduling-automation\workflows\c2-l-core-calendar-scheduling-automation-v1.json","c2-l-core-calendar-scheduling-automation-v1.json",".json","components\cat-2\c2-l-calendar-scheduling-automation\workflows","16614","2026-05-26 17:32:46"
"components\cat-2\c2-m-whatsapp-message-automation\README.md","README.md",".md","components\cat-2\c2-m-whatsapp-message-automation","6348","2026-05-26 18:00:16"
"components\cat-2\c2-m-whatsapp-message-automation\output-samples\error-missing-message-body.json","error-missing-message-body.json",".json","components\cat-2\c2-m-whatsapp-message-automation\output-samples","615","2026-05-26 18:01:14"
"components\cat-2\c2-m-whatsapp-message-automation\output-samples\error-missing-provider.json","error-missing-provider.json",".json","components\cat-2\c2-m-whatsapp-message-automation\output-samples","590","2026-05-26 18:01:14"
"components\cat-2\c2-m-whatsapp-message-automation\output-samples\error-missing-recipient-phone.json","error-missing-recipient-phone.json",".json","components\cat-2\c2-m-whatsapp-message-automation\output-samples","605","2026-05-26 18:01:14"
"components\cat-2\c2-m-whatsapp-message-automation\output-samples\error-not-approved.json","error-not-approved.json",".json","components\cat-2\c2-m-whatsapp-message-automation\output-samples","629","2026-05-26 18:01:14"
"components\cat-2\c2-m-whatsapp-message-automation\output-samples\error-upstream-action-failed.json","error-upstream-action-failed.json",".json","components\cat-2\c2-m-whatsapp-message-automation\output-samples","687","2026-05-26 18:01:14"
"components\cat-2\c2-m-whatsapp-message-automation\output-samples\error-whatsapp-not-requested.json","error-whatsapp-not-requested.json",".json","components\cat-2\c2-m-whatsapp-message-automation\output-samples","599","2026-05-26 18:01:14"
"components\cat-2\c2-m-whatsapp-message-automation\output-samples\success-manual-whatsapp.json","success-manual-whatsapp.json",".json","components\cat-2\c2-m-whatsapp-message-automation\output-samples","1829","2026-05-26 18:01:14"
"components\cat-2\c2-m-whatsapp-message-automation\output-samples\success-twilio-whatsapp.json","success-twilio-whatsapp.json",".json","components\cat-2\c2-m-whatsapp-message-automation\output-samples","1839","2026-05-26 18:01:14"
"components\cat-2\c2-m-whatsapp-message-automation\output-samples\success-wati-handoff.json","success-wati-handoff.json",".json","components\cat-2\c2-m-whatsapp-message-automation\output-samples","1770","2026-05-26 18:01:14"
"components\cat-2\c2-m-whatsapp-message-automation\output-samples\success-whatsapp-cloud-api.json","success-whatsapp-cloud-api.json",".json","components\cat-2\c2-m-whatsapp-message-automation\output-samples","2313","2026-05-26 18:01:14"
"components\cat-2\c2-m-whatsapp-message-automation\test-payloads\manual-whatsapp.valid.json","manual-whatsapp.valid.json",".json","components\cat-2\c2-m-whatsapp-message-automation\test-payloads","1016","2026-05-26 17:48:01"
"components\cat-2\c2-m-whatsapp-message-automation\test-payloads\missing-message-body.invalid.json","missing-message-body.invalid.json",".json","components\cat-2\c2-m-whatsapp-message-automation\test-payloads","742","2026-05-26 17:48:01"
"components\cat-2\c2-m-whatsapp-message-automation\test-payloads\missing-provider.invalid.json","missing-provider.invalid.json",".json","components\cat-2\c2-m-whatsapp-message-automation\test-payloads","658","2026-05-26 17:48:01"
"components\cat-2\c2-m-whatsapp-message-automation\test-payloads\missing-recipient-phone.invalid.json","missing-recipient-phone.invalid.json",".json","components\cat-2\c2-m-whatsapp-message-automation\test-payloads","732","2026-05-26 17:48:01"
"components\cat-2\c2-m-whatsapp-message-automation\test-payloads\not-approved.invalid.json","not-approved.invalid.json",".json","components\cat-2\c2-m-whatsapp-message-automation\test-payloads","813","2026-05-26 17:48:01"
"components\cat-2\c2-m-whatsapp-message-automation\test-payloads\twilio-whatsapp.valid.json","twilio-whatsapp.valid.json",".json","components\cat-2\c2-m-whatsapp-message-automation\test-payloads","1170","2026-05-26 17:48:01"
"components\cat-2\c2-m-whatsapp-message-automation\test-payloads\upstream-failed.invalid.json","upstream-failed.invalid.json",".json","components\cat-2\c2-m-whatsapp-message-automation\test-payloads","720","2026-05-26 17:48:01"
"components\cat-2\c2-m-whatsapp-message-automation\test-payloads\wati-handoff.valid.json","wati-handoff.valid.json",".json","components\cat-2\c2-m-whatsapp-message-automation\test-payloads","1157","2026-05-26 17:48:01"
"components\cat-2\c2-m-whatsapp-message-automation\test-payloads\whatsapp-cloud-api.valid.json","whatsapp-cloud-api.valid.json",".json","components\cat-2\c2-m-whatsapp-message-automation\test-payloads","1231","2026-05-26 17:48:01"
"components\cat-2\c2-m-whatsapp-message-automation\test-payloads\whatsapp-not-requested.invalid.json","whatsapp-not-requested.invalid.json",".json","components\cat-2\c2-m-whatsapp-message-automation\test-payloads","622","2026-05-26 17:48:01"
"components\cat-2\c2-m-whatsapp-message-automation\workflows\c2-m-core-whatsapp-message-automation-v1.json","c2-m-core-whatsapp-message-automation-v1.json",".json","components\cat-2\c2-m-whatsapp-message-automation\workflows","15739","2026-05-26 17:57:20"
"components\cat-2\c2-n-csv-excel-parser\README.md","README.md",".md","components\cat-2\c2-n-csv-excel-parser","5722","2026-05-26 01:49:45"
"components\cat-2\c2-n-csv-excel-parser\output-samples\error-missing-field-map.json","error-missing-field-map.json",".json","components\cat-2\c2-n-csv-excel-parser\output-samples","716","2026-05-26 01:50:44"
"components\cat-2\c2-n-csv-excel-parser\output-samples\error-missing-rows.json","error-missing-rows.json",".json","components\cat-2\c2-n-csv-excel-parser\output-samples","706","2026-05-26 01:50:44"
"components\cat-2\c2-n-csv-excel-parser\output-samples\error-parser-not-requested.json","error-parser-not-requested.json",".json","components\cat-2\c2-n-csv-excel-parser\output-samples","725","2026-05-26 01:50:44"
"components\cat-2\c2-n-csv-excel-parser\output-samples\error-upstream-action-failed.json","error-upstream-action-failed.json",".json","components\cat-2\c2-n-csv-excel-parser\output-samples","814","2026-05-26 01:50:44"
"components\cat-2\c2-n-csv-excel-parser\output-samples\success-csv-rows.json","success-csv-rows.json",".json","components\cat-2\c2-n-csv-excel-parser\output-samples","2776","2026-05-26 01:50:44"
"components\cat-2\c2-n-csv-excel-parser\output-samples\success-excel-rows.json","success-excel-rows.json",".json","components\cat-2\c2-n-csv-excel-parser\output-samples","2506","2026-05-26 01:50:44"
"components\cat-2\c2-n-csv-excel-parser\output-samples\success-messy-rows.json","success-messy-rows.json",".json","components\cat-2\c2-n-csv-excel-parser\output-samples","2486","2026-05-26 01:50:44"
"components\cat-2\c2-n-csv-excel-parser\test-payloads\csv-rows.valid.json","csv-rows.valid.json",".json","components\cat-2\c2-n-csv-excel-parser\test-payloads","1524","2026-05-26 01:32:03"
"components\cat-2\c2-n-csv-excel-parser\test-payloads\excel-rows.valid.json","excel-rows.valid.json",".json","components\cat-2\c2-n-csv-excel-parser\test-payloads","1359","2026-05-26 01:32:03"
"components\cat-2\c2-n-csv-excel-parser\test-payloads\messy-rows.valid.json","messy-rows.valid.json",".json","components\cat-2\c2-n-csv-excel-parser\test-payloads","1273","2026-05-26 01:32:03"
"components\cat-2\c2-n-csv-excel-parser\test-payloads\missing-field-map.invalid.json","missing-field-map.invalid.json",".json","components\cat-2\c2-n-csv-excel-parser\test-payloads","566","2026-05-26 01:32:03"
"components\cat-2\c2-n-csv-excel-parser\test-payloads\missing-rows.invalid.json","missing-rows.invalid.json",".json","components\cat-2\c2-n-csv-excel-parser\test-payloads","528","2026-05-26 01:32:03"
"components\cat-2\c2-n-csv-excel-parser\test-payloads\parser-not-requested.invalid.json","parser-not-requested.invalid.json",".json","components\cat-2\c2-n-csv-excel-parser\test-payloads","632","2026-05-26 01:32:03"
"components\cat-2\c2-n-csv-excel-parser\test-payloads\upstream-failed.invalid.json","upstream-failed.invalid.json",".json","components\cat-2\c2-n-csv-excel-parser\test-payloads","665","2026-05-26 01:32:03"
"components\cat-2\c2-n-csv-excel-parser\workflows\c2-n-core-csv-excel-parser-v1.json","c2-n-core-csv-excel-parser-v1.json",".json","components\cat-2\c2-n-csv-excel-parser\workflows","13121","2026-05-26 01:47:22"
"components\cat-2\c2-o-human-approval-gate\README.md","README.md",".md","components\cat-2\c2-o-human-approval-gate","3875","2026-05-25 16:47:07"
"components\cat-2\c2-o-human-approval-gate\output-samples\error-approval-not-requested.json","error-approval-not-requested.json",".json","components\cat-2\c2-o-human-approval-gate\output-samples","805","2026-05-25 16:46:05"
"components\cat-2\c2-o-human-approval-gate\output-samples\error-missing-reviewer.json","error-missing-reviewer.json",".json","components\cat-2\c2-o-human-approval-gate\output-samples","737","2026-05-25 16:46:05"
"components\cat-2\c2-o-human-approval-gate\output-samples\error-upstream-action-failed.json","error-upstream-action-failed.json",".json","components\cat-2\c2-o-human-approval-gate\output-samples","809","2026-05-25 16:46:05"
"components\cat-2\c2-o-human-approval-gate\output-samples\success-campaign-approval.json","success-campaign-approval.json",".json","components\cat-2\c2-o-human-approval-gate\output-samples","1141","2026-05-25 16:46:05"
"components\cat-2\c2-o-human-approval-gate\output-samples\success-content-approval.json","success-content-approval.json",".json","components\cat-2\c2-o-human-approval-gate\output-samples","1220","2026-05-25 16:46:05"
"components\cat-2\c2-o-human-approval-gate\test-payloads\approval-not-requested.invalid.json","approval-not-requested.invalid.json",".json","components\cat-2\c2-o-human-approval-gate\test-payloads","731","2026-05-25 16:34:44"
"components\cat-2\c2-o-human-approval-gate\test-payloads\campaign-approval.valid.json","campaign-approval.valid.json",".json","components\cat-2\c2-o-human-approval-gate\test-payloads","901","2026-05-25 16:34:44"
"components\cat-2\c2-o-human-approval-gate\test-payloads\content-approval.valid.json","content-approval.valid.json",".json","components\cat-2\c2-o-human-approval-gate\test-payloads","979","2026-05-25 16:34:44"
"components\cat-2\c2-o-human-approval-gate\test-payloads\missing-reviewer.invalid.json","missing-reviewer.invalid.json",".json","components\cat-2\c2-o-human-approval-gate\test-payloads","680","2026-05-25 16:34:44"
"components\cat-2\c2-o-human-approval-gate\test-payloads\upstream-failed.invalid.json","upstream-failed.invalid.json",".json","components\cat-2\c2-o-human-approval-gate\test-payloads","784","2026-05-25 16:34:44"
"components\cat-2\c2-o-human-approval-gate\workflows\c2-o-core-human-approval-gate-v1.json","c2-o-core-human-approval-gate-v1.json",".json","components\cat-2\c2-o-human-approval-gate\workflows","9784","2026-05-25 16:44:40"
"components\cat-2\c2-o2-approval-response-capture\README.md","README.md",".md","components\cat-2\c2-o2-approval-response-capture","5247","2026-05-25 22:38:55"
"components\cat-2\c2-o2-approval-response-capture\output-samples\error-approval-response-not-requested.json","error-approval-response-not-requested.json",".json","components\cat-2\c2-o2-approval-response-capture\output-samples","578","2026-05-25 22:39:54"
"components\cat-2\c2-o2-approval-response-capture\output-samples\error-invalid-decision.json","error-invalid-decision.json",".json","components\cat-2\c2-o2-approval-response-capture\output-samples","589","2026-05-25 22:39:54"
"components\cat-2\c2-o2-approval-response-capture\output-samples\error-missing-response.json","error-missing-response.json",".json","components\cat-2\c2-o2-approval-response-capture\output-samples","561","2026-05-25 22:39:54"
"components\cat-2\c2-o2-approval-response-capture\output-samples\error-upstream-action-failed.json","error-upstream-action-failed.json",".json","components\cat-2\c2-o2-approval-response-capture\output-samples","668","2026-05-25 22:39:54"
"components\cat-2\c2-o2-approval-response-capture\output-samples\success-approve-response.json","success-approve-response.json",".json","components\cat-2\c2-o2-approval-response-capture\output-samples","1259","2026-05-25 22:39:54"
"components\cat-2\c2-o2-approval-response-capture\output-samples\success-reject-response.json","success-reject-response.json",".json","components\cat-2\c2-o2-approval-response-capture\output-samples","1263","2026-05-25 22:39:54"
"components\cat-2\c2-o2-approval-response-capture\output-samples\success-revise-response.json","success-revise-response.json",".json","components\cat-2\c2-o2-approval-response-capture\output-samples","1279","2026-05-25 22:39:54"
